Node_ID,main_tag,detailed_tag,in_degree,out_degree,pagerank,betweenness,Community,Community_Label
146587887,Action_Figure,Puro_Action_Figure,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
162548660,Gaming_Console,Puro_Gaming_Console,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
68350545,Multi_category,Multi_category_Gaming_Console_Fumetti_Manga,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
52751244,Carte_TCG,Puro_Carte_TCG,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
73738574,Multi_category,Multi_category_Carte_TCG_Action_Figure,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
50292070,Fumetti_Manga,Puro_Fumetti_Manga,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
54303244,Multi_category,Multi_category_Carte_TCG_Moda_Lusso,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
254753266,Generalista,Debole_Carte_TCG,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
214501191,Carte_TCG,Puro_Carte_TCG,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
279268122,Generalista,Debole_Carte_TCG,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
217343598,Carte_TCG,Puro_Carte_TCG,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
55267286,Moda_Lusso,Puro_Moda_Lusso,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
175402830,Carte_TCG,Puro_Carte_TCG,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
71767754,Multi_category,Multi_category_Carte_TCG_Fumetti_Manga,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
237796225,Carte_TCG,Puro_Carte_TCG,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
78619501,Carte_TCG,Puro_Carte_TCG,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
156095595,Carte_TCG,Puro_Carte_TCG,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
106352114,Carte_TCG,Puro_Carte_TCG,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
194713159,Carte_TCG,Puro_Carte_TCG,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
251529556,Carte_TCG,Puro_Carte_TCG,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
58348587,Carte_TCG,Puro_Carte_TCG,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
185059236,Carte_TCG,Puro_Carte_TCG,6.048874909266876e-05,6.048874909266876e-05,3.779817054313432e-05,0.0,2,02 - TRADING CARD GAMES
